cmr_concept_type,cmr_concept_id,cmr_native_id,cmr_provider_id,cmr_revision_id,cmr_revision_date,cmr_publication_date,coll_title,coll_version,coll_doi,coll_abstract,coll_shortname,coll_status,coll_proclvl,coll_proclvl_desc,time_min,time_max,lat_min,lat_max,lon_min,lon_max,geometry
collection,C179003030-ORNL_DAAC,15 Minute Stream Flow Data: USGS (FIFE),ORNL_DAAC,34,2019-04-15T16:59:46Z,,15 Minute Stream Flow Data: USGS (FIFE),1,10.3334/ORNLDAAC/1,USGS 15 minute stream flow data for Kings Creek on the Konza Prairie,FIFE_STRM_15M_1,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,-90.0,90.0,-180.0,180.0,"POLYGON ((180 -90, 180 90, -180 90, -180 -90, 180 -90))"
collection,C179002914-ORNL_DAAC,30 Minute Rainfall Data (FIFE),ORNL_DAAC,32,2019-04-15T16:59:47Z,,30 Minute Rainfall Data (FIFE),1,10.3334/ORNLDAAC/2,30 minute rainfall data for the Konza Prairie,FIFE_RAIN_30M_2,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,39.08,39.11,-96.6,-96.55,"POLYGON ((-96.55 39.08, -96.55 39.11, -96.59999999999999 39.11, -96.59999999999999 39.08, -96.55 39.08))"
collection,C179003112-ORNL_DAAC,Aircraft Flux-Detrended: NRCC (FIFE),ORNL_DAAC,30,2019-04-15T16:59:48Z,,Aircraft Flux-Detrended: NRCC (FIFE),1,10.3334/ORNLDAAC/3,Detrended boundary layer fluxes recorded on aircraft flights over the Konza,FIFE_AF_DET_M_3,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,37.0,40.0,-102.0,-95.0,"POLYGON ((-95 37, -95 40, -102 40, -102 37, -95 37))"
collection,C179003698-ORNL_DAAC,Aircraft Flux-Detrended: U of Wy. (FIFE),ORNL_DAAC,30,2019-04-15T16:59:49Z,,Aircraft Flux-Detrended: U of Wy. (FIFE),1,10.3334/ORNLDAAC/4,Detrended boundary layer fluxes recorded on aircraft flights over the Konza,FIFE_AF_DET_K_4,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,37.0,40.0,-102.0,-95.0,"POLYGON ((-95 37, -95 40, -102 40, -102 37, -95 37))"
collection,C179003494-ORNL_DAAC,Aircraft Flux-Detrended: Univ. Col. (FIFE),ORNL_DAAC,32,2019-04-15T16:59:50Z,,Aircraft Flux-Detrended: Univ. Col. (FIFE),1,10.3334/ORNLDAAC/5,Detrended boundary layer fluxes recorded on aircraft flights over the Konza,FIFE_AF_DET_G_5,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,37.0,40.0,-102.0,-95.0,"POLYGON ((-95 37, -95 40, -102 40, -102 37, -95 37))"
collection,C179002951-ORNL_DAAC,Aircraft Flux-Filtered: NRCC (FIFE),ORNL_DAAC,38,2019-04-15T16:59:52Z,,Aircraft Flux-Filtered: NRCC (FIFE),1,10.3334/ORNLDAAC/6,Filtered boundary layer fluxes recorded on aircraft flights over the Konza,FIFE_AF_FLT_M_6,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,37.0,40.0,-102.0,-95.0,"POLYGON ((-95 37, -95 40, -102 40, -102 37, -95 37))"
collection,C179003237-ORNL_DAAC,Aircraft Flux-Filtered: U of Wy. (FIFE),ORNL_DAAC,29,2019-04-15T16:59:53Z,,Aircraft Flux-Filtered: U of Wy. (FIFE),1,10.3334/ORNLDAAC/7,Filtered boundary layer fluxes recorded on aircraft flights over the Konza,FIFE_AF_FLT_K_7,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,37.0,40.0,-102.0,-95.0,"POLYGON ((-95 37, -95 40, -102 40, -102 37, -95 37))"
collection,C179003697-ORNL_DAAC,Aircraft Flux-Filtered: Univ. Col. (FIFE),ORNL_DAAC,33,2019-04-15T16:59:53Z,,Aircraft Flux-Filtered: Univ. Col. (FIFE),1,10.3334/ORNLDAAC/8,Filtered boundary layer fluxes recorded on aircraft flights over the Konza,FIFE_AF_FLT_G_8,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,37.0,40.0,-102.0,-95.0,"POLYGON ((-95 37, -95 40, -102 40, -102 37, -95 37))"
collection,C179003273-ORNL_DAAC,Aircraft Flux-Raw: NRCC (FIFE),ORNL_DAAC,30,2019-04-15T16:59:55Z,,Aircraft Flux-Raw: NRCC (FIFE),1,10.3334/ORNLDAAC/9,Raw (unmodified) boundary layer fluxes recorded on aircraft flights over Konza,FIFE_AF_RAW_M_9,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,37.0,40.0,-102.0,-95.0,"POLYGON ((-95 37, -95 40, -102 40, -102 37, -95 37))"
collection,C179002883-ORNL_DAAC,Aircraft Flux-Raw: U of Wy. (FIFE),ORNL_DAAC,30,2019-04-15T16:59:56Z,,Aircraft Flux-Raw: U of Wy. (FIFE),1,10.3334/ORNLDAAC/10,Raw (unmodified) boundary layer fluxes recorded on aircraft flights over Konza,FIFE_AF_RAW_K_10,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,37.0,40.0,-102.0,-95.0,"POLYGON ((-95 37, -95 40, -102 40, -102 37, -95 37))"
