cmr_concept_type,cmr_concept_id,cmr_native_id,cmr_provider_id,cmr_revision_id,cmr_revision_date,cmr_publication_date,coll_title,coll_version,coll_doi,coll_abstract,coll_shortname,coll_status,coll_proclvl,coll_proclvl_desc,time_min,time_max,lat_min,lat_max,lon_min,lon_max,geometry
collection,C1236224182-GES_DISC,AIRSM_CPR_MAT_3.2,GES_DISC,17,2019-12-11T19:21:51Z,,"AIRS-AMSU variables-CloudSat cloud mask, radar reflectivities, and cloud classification matchups V3.2 (AIRSM_CPR_MAT) at GES DISC",3.2,,"This is AIRS-CloudSat collocated subset, in NetCDF 4 format. These data contain collocated: AIRS/AMSU retrievals at AMSU footprints, CloudSat radar reflectivities, and MODIS cloud mask. These data are created within the frames of the MEaSUREs project.

The basic task is to bring together retrievals of water vapor and cloud properties from multiple ""A-train"" instruments (AIRS, AMSR-E, MODIS, AMSU, MLS, CloudSat), classify each ""scene"" (instrument look) using the cloud information,
and develop a merged, multi-sensor climatology of atmospheric water vapor as a
function of altitude, stratified by the cloud classes. This is a large science
analysis project that will require the use of SciFlo technologies to discover and organize all of the datasets, move and cache datasets as required, find
space/time ""matchups"" between pairs of instruments, and process years of
satellite data to produce the climate data records.

The short name for this collection is AIRSM_CPR_MAT

Parameters contained in the data files include the following:
Variable Name|Description|Units 
 CH4_total_column|Retrieved total column CH4| (molecules/cm2)
 CloudFraction|CloudSat/CALIPSO Cloud Fraction| (None)
 CloudLayers| Number of hydrometeor layers| (count)
 clrolr|Clear-sky Outgoing Longwave Radiation|(Watts/m**2)
 CO_total_column|Retrieved total column CO| (molecules/cm2)
 CPR_Cloud_mask| CPR Cloud Mask |(None)
 Data_quality| Data Quality |(None)
 H2OMMRSat|Water vapor saturation mass mixing ratio|(gm/kg)
 H2OMMRStd|Water Vapor Mass Mixing Ratio |(gm/kg dry air)
 MODIS_Cloud_Fraction| MODIS 250m Cloud Fraction| (None)
 MODIS_scene_var |MODIS scene variability| (None)
 nSurfStd|1-based index of the first valid level|(None)
 O3VMRStd|Ozone Volume Mixing Ratio|(vmr)
 olr|All-sky Outgoing Longwave Radiation|(Watts/m**2)
 Radar_Reflectivity| Radar Reflectivity Factor| (dBZe)
 Sigma-Zero| Sigma-Zero| (dB*100)
 TAirMWOnlyStd|Atmospheric Temperature retrieved using only MW|(K)
 TCldTopStd|Cloud top temperature|(K)
 totH2OStd|Total precipitable water vapor| (kg/m**2)
 totO3Std|Total ozone burden| (Dobson)
 TSurfAir|Atmospheric Temperature at Surface|(K)
 TSurfStd|Surface skin temperature|(K)
End of parameter information",AIRSM_CPR_MAT,COMPLETE,2,,,,-90.0,90.0,-180.0,180.0,"POLYGON ((180 -90, 180 90, -180 90, -180 -90, 180 -90))"
collection,C1236224151-GES_DISC,AIRS_CPR_IND_4.0,GES_DISC,25,2019-12-11T19:21:49Z,,AIRS-CloudSat cloud mask and radar reflectivities collocation indexes V4.0 (AIRS_CPR_IND) at GES_DISC,4.0,,"
Version 4.1 is the current version of the data set. Previous versions are no longer available and have been superseded by Version 4.1.

This is AIRS-AMSU-CloudSat collocation indexes, in netCDF-4  format. These data map CloudSat profile indexes to the collocated AMSU field of views, and AIRS IR footprints, per AIRS 6-min granule time. Hence it can be considered as Level 1. These data are created within the frames of the MEaSUREs project.

The basic task is to bring together retrievals of water vapor and cloud properties from multiple ""A-train"" instruments (AIRS, AMSR-E, MODIS, AMSU, MLS, & CloudSat), classify each ""scene"" (instrument look) using the cloud information, and develop a merged, multi-sensor climatology of atmospheric water vapor as a function of altitude, stratified by the cloud classes. This is a large science analysis project that will require the use of SciFlo technologies to discover and organize all of the datasets, move and cache datasets as required, find space/time ""matchups"" between pairs of instruments, and process years of satellite data to produce the climate data records.

The short name for this collection is AIRS_CPR_IND",AIRS_CPR_IND,ACTIVE,2,,,,-90.0,90.0,-180.0,180.0,"POLYGON ((180 -90, 180 90, -180 90, -180 -90, 180 -90))"
collection,C1236224153-GES_DISC,AIRS_CPR_MAT_3.2,GES_DISC,22,2019-12-11T19:21:50Z,,"AIRS-CloudSat cloud mask, radar reflectivities, and cloud classification matchups V3.2 (AIRS_CPR_MAT) at GES DISC",3.2,,"This is AIRS-CloudSat collocated subset, in NetCDF-4 format. These data contain collocated: AIRS Level 1b radiances spectra, CloudSat radar reflectivities, and MODIS cloud mask. These data are created within the frames of the MEaSUREs project. 

The basic task is to bring together retrievals of water vapor and cloud properties from multiple ""A-train"" instruments (AIRS, AMSR-E, MODIS, AMSU, MLS, CloudSat), classify each ""scene"" (instrument look) using the cloud information, and develop a merged, multi-sensor climatology of atmospheric water vapor as a function of altitude, stratified by the cloud classes. This is a large science analysis project that will require the use of SciFlo technologies to discover and organize all of the datasets, move and cache datasets as required, find space/time ""matchups"" between pairs of instruments, and process years of satellite data to produce the climate data records.

The short name for this collection is AIRS_CPR_MAT

Parameters contained in the data files include the following:
Variable Name|Description|Units 
 CldFrcStdErr|Cloud Fraction|(None)
 CloudLayers| Number of hydrometeor layers| (count)
 CPR_Cloud_mask| CPR Cloud Mask| (None)
 DEM_elevation| Digital Elevation Map| (m)
 dust_flag|Dust Flag|(None)
 latAIRS|AIRS IR latitude|(deg)
 Latitude|CloudSat Latitude |(degrees)
 LayerBase| Height of Layer Base| (m)
 LayerTop| Height of layer top| (m)
 lonAIRS|AIRS IR longitude|(deg)
 Longitude|CloudSat Longitude| (degrees)
 MODIS_cloud_flag| MOD35_bit_2and3_cloud_flag| (None)
 Radar_Reflectivity| Radar Reflectivity Factor| (dBZe)
 radiances|Radiances|(milliWatts/m**2/cm**-1/steradian)
 Sigma-Zero| Sigma-Zero| (dB*100)
 spectral_clear_indicator|Spectral Clear Indicator|(None)
 Vertical_binsize|CloudSat vertical binsize| (m)
End of parameter information",AIRS_CPR_MAT,COMPLETE,2,,,,-90.0,90.0,-180.0,180.0,"POLYGON ((180 -90, 180 90, -180 90, -180 -90, 180 -90))"
collection,C1242287803-GES_DISC,WC_LSMEM_SOILM_025_001,GES_DISC,14,2019-12-11T19:46:30Z,,AMSR-E/Aqua surface soil moisture (LSMEM) L3 1 day 0.25 degree x 0.25 degree V001 (WC_LSMEM_SOILM_025) at GES DISC,001,,"AMSR-E/Aqua surface soil moisture (LSMEM) L3 1 day 0.25 degree x 0.25 degree V001 is a global, 10-year (2002-2011) data set. It is created from soil moisture retrieved from passive microwave brightness temperatures measured by the 10.65 and 36.5 GHz radiometers on the Advanced Microwave Scanning Radiometer-Earth Observing System (AMSR-E) sensor on the NASA Aqua satellite. The retrieval algorithm is based on Princeton's Land Surface Microwave Emission Model (LSMEM), a physically-based radiative transfer model, and serves as the core algorithm in the estimation procedure. To retrieve surface soil moisture, two unknowns, the soil moisture and the effective vegetation optical depth, are simultaneously solved from two radiative transfer equations in LSMEM, one for the 10.65 GHz horizontally-polarized brightness temperature and the other for the 10.65 GHz vertically-polarized brightness temperature. The land surface temperature required in the estimation procedure is estimated from the 36.5 GHz vertically-polarized brightness temperature, using a regression relationship. This soil moisture product does not include areas covered by snow, so the snow model is not described. Also, the atmosphere is assumed to have constant brightness temperatures; therefore, the atmosphere model is also not described.",WC_LSMEM_SOILM_025,COMPLETE,3,,,,-90.0,90.0,-180.0,180.0,"POLYGON ((180 -90, 180 90, -180 90, -180 -90, 180 -90))"
collection,C1382049816-GES_DISC,AMDBLWV_1,GES_DISC,15,2019-12-11T19:22:20Z,,AMSR-MODIS Boundary Layer Water Vapor L3 Daily 1 degree x 1 degree V1 (AMDBLWV) at GES DISC,1,,"This data set provides an estimate the marine boundary layer water vapor beneath uniform cloud fields. Microwave radiometry from AMSR-E and AMSR-2 provides the total column water vapor, while the near-infrared imagery from MODIS provides the water vapor above the cloud layers. The difference between the two gives the vapor between the surface and the cloud top, which may be interpreted as the boundary layer water vapor.",AMDBLWV,COMPLETE,3,,,,-90.0,90.0,-180.0,180.0,"POLYGON ((180 -90, 180 90, -180 90, -180 -90, 180 -90))"
collection,C1412973545-GES_DISC,AMDBLWV_2,GES_DISC,10,2019-12-11T19:22:21Z,,AMSR-MODIS Boundary Layer Water Vapor L3 Daily 1 degree x 1 degree V2 (AMDBLWV) at GES DISC,2,,"Version 2 is the current version of this dataset.  Version 2 uses an improved methodology to screen out high clouds.
This data set provides an estimate the marine boundary layer water vapor beneath uniform cloud fields. Microwave radiometry from AMSR-E and AMSR-2 provides the total column water vapor, while the near-infrared imagery from MODIS provides the water vapor above the cloud layers. The difference between the two gives the vapor between the surface and the cloud top, which may be interpreted as the boundary layer water vapor.",AMDBLWV,COMPLETE,3,,,,-90.0,90.0,-180.0,180.0,"POLYGON ((180 -90, 180 90, -180 90, -180 -90, 180 -90))"
collection,C1382049817-GES_DISC,AMMBLWV_1,GES_DISC,15,2019-12-11T19:22:22Z,,AMSR-MODIS Boundary Layer Water Vapor L3 Monthly 1 degree x 1 degree V1 (AMMBLWV) at GES DISC,1,,"This data set provides an estimate the marine boundary layer water vapor beneath uniform cloud fields. Microwave radiometry from AMSR-E and AMSR-2 provides the total column water vapor, while the near-infrared imagery from MODIS provides the water vapor above the cloud layers. The difference between the two gives the vapor between the surface and the cloud top, which may be interpreted as the boundary layer water vapor.",AMMBLWV,COMPLETE,3,,,,-90.0,90.0,-180.0,180.0,"POLYGON ((180 -90, 180 90, -180 90, -180 -90, 180 -90))"
collection,C1412973546-GES_DISC,AMMBLWV_2,GES_DISC,10,2019-12-11T19:22:23Z,,AMSR-MODIS Boundary Layer Water Vapor L3 Monthly 1 degree x 1 degree V2 (AMMBLWV) at GES DISC,2,,"Version 2 is the current version of this dataset.  Version 2 uses an improved methodology to screen out high clouds.
This data set provides an estimate the marine boundary layer water vapor beneath uniform cloud fields. Microwave radiometry from AMSR-E and AMSR-2 provides the total column water vapor, while the near-infrared imagery from MODIS provides the water vapor above the cloud layers. The difference between the two gives the vapor between the surface and the cloud top, which may be interpreted as the boundary layer water vapor.",AMMBLWV,COMPLETE,3,,,,-90.0,90.0,-180.0,180.0,"POLYGON ((180 -90, 180 90, -180 90, -180 -90, 180 -90))"
collection,C1451934338-GES_DISC,AIRS_MLS_IND_1.0,GES_DISC,9,2019-12-11T19:21:54Z,,Aqua AIRS-MLS Matchup Indexes V1.0 (AIRS_MLS_IND) at GES_DISC,1.0,,"

This dataset is part of MEaSUREs 2012 Program, and represent Aqua/AIRS-Aura/MLS collocation indexes, in netCDF-4  format. These data map AIRS profile indexes to those of MLS.

The A-Train provides water vapor (H2O) retrievals from both the Atmospheric Infrared Sounder (AIRS) and Microwave Limb Sounder (MLS). While AIRS loses sensitivity to H2O at the elevated portions of the upper troposphere (UT), MLS cannot detect H2O below 316 hPa. Therefore, to obtain a full profile of H2O in the whole column of air, this dataset manages to join the two products together by utilizing their own averaging kernels (AK). In doing so, the dataset builds a solid H2O of the whole column of air, which will help understand the H2O budget and many processes governing the humidity around the upper troposphere and lower stratosphere (UTLS).  

The short name for this collections is AIRS_MLS_IND

",AIRS_MLS_IND,ACTIVE,2,,,,-82.0,82.0,-180.0,180.0,"POLYGON ((180 -82, 180 82, -180 82, -180 -82, 180 -82))"
collection,C1385303964-GES_DISC,AIRS_MDS_IND_1.0,GES_DISC,23,2019-12-11T19:21:53Z,,Aqua AIRS-MODIS Matchup Indexes V1.0 (AIRS_MDS_IND) at GES_DISC,1.0,,"

This is Aqua AIRS-MODIS collocation indexes, in netCDF-4  format. These data map AIRS profile indexes to those of MODIS.

The basic task is to bring together retrievals of water vapor and cloud properties from multiple ""A-train"" instruments (AIRS, AMSR-E, MODIS, AMSU, MLS, & CloudSat), classify each ""scene"" (instrument look) using the cloud information, and develop a merged, multi-sensor climatology of atmospheric water vapor as a function of altitude, stratified by the cloud classes. This is a large science analysis project that will require the use of SciFlo technologies to discover and organize all of the datasets, move and cache datasets as required, find space/time ""matchups"" between pairs of instruments, and process years of satellite data to produce the climate data records.

The short name for this collections is AIRS_MDS_IND

",AIRS_MDS_IND,ACTIVE,2,,,,-90.0,90.0,-180.0,180.0,"POLYGON ((180 -90, 180 90, -180 90, -180 -90, 180 -90))"
