cmr_concept_type,cmr_concept_id,cmr_native_id,cmr_provider_id,cmr_revision_id,cmr_revision_date,cmr_publication_date,coll_title,coll_version,coll_doi,coll_abstract,coll_shortname,coll_status,coll_proclvl,coll_proclvl_desc,time_min,time_max,lat_min,lat_max,lon_min,lon_max,geometry
collection,C179003027-ORNL_DAAC,BOREAS 1994 HYD-09 Belfort Rain Gauge Data,ORNL_DAAC,33,2019-06-26T02:15:26Z,,BOREAS 1994 HYD-09 Belfort Rain Gauge Data,1,10.3334/ORNLDAAC/229,Contains the Belfort rain gauge data that was collected by the HYD09 group at various locations.  ,BOREAS_H9RGBL94_229,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,53.89,55.93,-105.04,-98.34,"POLYGON ((-98.34 53.89, -98.34 55.93, -105.04 55.93, -105.04 53.89, -98.34 53.89))"
collection,C179003488-ORNL_DAAC,BOREAS 1994 HYD-09 Tipping Bucket Rain Data,ORNL_DAAC,32,2019-06-26T02:15:28Z,,BOREAS 1994 HYD-09 Tipping Bucket Rain Data,1,10.3334/ORNLDAAC/230,Contains the Tipping Bucket rain gauge data that was collected by the HYD09 group at various locations.,BOREAS_H9RGTB94_230,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,53.9,55.93,-105.14,-98.34,"POLYGON ((-98.34 53.9, -98.34 55.93, -105.14 55.93, -105.14 53.9, -98.34 53.9))"
collection,C179003608-ORNL_DAAC,BOREAS 1995 HYD-09 Belfort Rain Gauge Data,ORNL_DAAC,33,2019-06-26T02:15:29Z,,BOREAS 1995 HYD-09 Belfort Rain Gauge Data,1,10.3334/ORNLDAAC/231,Contains the Belfort rain gauge data that was collected by the HYD09 group at various locations.,BOREAS_H9RGBL95_231,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,53.89,55.92,-105.04,-98.34,"POLYGON ((-98.34 53.89, -98.34 55.92, -105.04 55.92, -105.04 53.89, -98.34 53.89))"
collection,C179003458-ORNL_DAAC,BOREAS 1995 HYD-09 Tipping Bucket Rain Data,ORNL_DAAC,35,2019-06-26T02:15:29Z,,BOREAS 1995 HYD-09 Tipping Bucket Rain Data,1,10.3334/ORNLDAAC/232,Contains the Tipping Bucket rain gauge data that was collected by the HYD09 group at various locations.,BOREAS_H9RGTB95_232,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,53.9,55.93,-105.14,-98.34,"POLYGON ((-98.34 53.9, -98.34 55.93, -105.14 55.93, -105.14 53.9, -98.34 53.9))"
collection,C179003434-ORNL_DAAC,BOREAS 1996 HYD-09 Belfort Rain Gauge Data,ORNL_DAAC,32,2019-06-26T02:15:30Z,,BOREAS 1996 HYD-09 Belfort Rain Gauge Data,1,10.3334/ORNLDAAC/233,Contains the Belfort rain gauge data that was collected by the HYD09 group at various locations.,BOREAS_H9RGBL96_233,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,53.89,55.93,-105.04,-98.34,"POLYGON ((-98.34 53.89, -98.34 55.93, -105.04 55.93, -105.04 53.89, -98.34 53.89))"
collection,C179003371-ORNL_DAAC,BOREAS 1996 HYD-09 Tipping Bucket Rain Data,ORNL_DAAC,33,2019-06-26T02:15:31Z,,BOREAS 1996 HYD-09 Tipping Bucket Rain Data,1,10.3334/ORNLDAAC/234,Contains the Tipping Bucket rain gauge data that was collected by the HYD09 group at various locations.,BOREAS_H9RGTB96_234,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,53.9,55.94,-105.14,-98.34,"POLYGON ((-98.34 53.9, -98.34 55.94, -105.14 55.94, -105.14 53.9, -98.34 53.9))"
collection,C1362316052-ORNL_DAAC,"BOREAS AES Canadian Hourly and Daily Surface Meteorological Data, R1",ORNL_DAAC,17,2019-06-26T02:15:33Z,,"BOREAS AES Canadian Hourly and Daily Surface Meteorological Data, R1",2,10.3334/ORNLDAAC/235,"This data set contains hourly and daily meteorological data from 23 meteorological stations across Canada from January 1975 to January 1997. The surface meteorology parameters include: date, time, temperature, precipitation, snow, snow depth, sea level pressure, station pressure, dew point, wind direction, wind speed, dry and wet bulb temperature, relative humidity, cloud opacity and cloud amount.",boreas_aeshrday_235,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,52.17,57.35,-107.87,-97.83,"POLYGON ((-97.83 52.17, -97.83 57.35, -107.87 57.35, -107.87 52.17, -97.83 52.17))"
collection,C179003653-ORNL_DAAC,BOREAS AES Five-day Averaged Surface Meteorological and Upper Air Data,ORNL_DAAC,34,2019-06-26T02:15:34Z,,BOREAS AES Five-day Averaged Surface Meteorological and Upper Air Data,1,10.3334/ORNLDAAC/236,"Contains 5-day averages of hourly and daily data from 23 meteorological stations across Canada along with full-resolution upper air measurements from 1 station in The Pas, Manitoba.",BOREAS_AES5DAVG_236,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,52.17,57.35,-107.87,-97.83,"POLYGON ((-97.83 52.17, -97.83 57.35, -107.87 57.35, -107.87 52.17, -97.83 52.17))"
collection,C179003318-ORNL_DAAC,BOREAS AFM-01 NOAA/ATDD Long-EZ Aircraft Flux Data over the SSA,ORNL_DAAC,33,2019-06-26T02:18:52Z,,BOREAS AFM-01 NOAA/ATDD Long-EZ Aircraft Flux Data over the SSA,1,10.3334/ORNLDAAC/493,"Data include aircraft altitude, wind direction, wind speed, air temperature, potential temperature, water mixing ratio, U and V components of wind velocity, static pressure, surface radiative temperature, downwelling and upwelling total radiation, downwelling and upwelling longwave radiation, net radiation, downwelling and upwelling PAR, greenness index, CO2 concentration, O3 concentration, and CH4 concentration.",BOREAS_MWLEZFLX_493,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,53.42,54.32,-106.32,-104.24,"POLYGON ((-104.24 53.42, -104.24 54.32, -106.32 54.32, -106.32 53.42, -104.24 53.42))"
collection,C179003338-ORNL_DAAC,BOREAS AFM-02 King Air 1994 Aircraft Flux and Moving Window Data,ORNL_DAAC,34,2019-06-26T02:15:35Z,,BOREAS AFM-02 King Air 1994 Aircraft Flux and Moving Window Data,1,10.3334/ORNLDAAC/237,Contains mission information and moving window data for AFM-01 BOREAS flux aircraft runs during 1994. Contains mission information and data for AFM-02 BOREAS flux aircraft runs during 1994.,BOREAS_FAAMWDAT_237,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,50.57,59.34,-110.05,-94.08,"POLYGON ((-94.08 50.57, -94.08 59.34, -110.05 59.34, -110.05 50.57, -94.08 50.57))"
